Date,Predicted_Temperature,Lower_Bound,Upper_Bound
2017-07-08 03:00:00,73.80606224131891,63.87774451323909,81.91353456408476
2017-07-08 04:00:00,71.43549420855032,62.427872337042984,80.2441114360442
2017-07-08 05:00:00,70.5375458278637,61.18455994372264,78.9504070478934
2017-07-08 06:00:00,70.16983746092308,60.38250209539413,78.79020507058479
2017-07-08 07:00:00,69.65321825825022,59.52717011624454,78.99332676942485
2017-07-08 08:00:00,68.98151015458033,59.439330278452,77.72269040534754
2017-07-08 09:00:00,68.51864614557371,58.49035549957219,78.11330597341328
2017-07-08 10:00:00,68.40928360385598,58.473386168871826,77.35429802057514
2017-07-08 11:00:00,68.38777451683507,58.0607546001558,77.63270010868662
2017-07-08 12:00:00,68.208975011668,57.91815193810615,77.50995950019323
2017-07-08 13:00:00,68.22392692262711,58.729687696871395,77.2564452001493
2017-07-08 14:00:00,69.41201012159341,58.423879149256464,79.18608282416801
2017-07-08 15:00:00,72.69485120098265,62.08597918006155,82.05341210573644
2017-07-08 16:00:00,78.09392811032387,66.88894600384627,87.93025495940014
2017-07-08 17:00:00,84.51039673641367,73.85917245314278,94.94344821540017
2017-07-08 18:00:00,90.36418575556924,79.72375052841024,100.94447646527411
2017-07-08 19:00:00,94.54395610276146,82.77805864402184,105.44759295774114
2017-07-08 20:00:00,96.85304141451736,85.31967917165629,107.89180732178849
2017-07-08 21:00:00,97.645482321238,86.37206039428474,108.44241493721192
2017-07-08 22:00:00,97.12577406631853,86.25336294078906,107.86613050408837
2017-07-08 23:00:00,95.070081690594,84.02206947169371,106.59026773025394
2017-07-09 00:00:00,91.24738342949125,79.15382246240905,102.1668996803477
2017-07-09 01:00:00,86.06821054608014,73.52108158847302,97.16788944445929
2017-07-09 02:00:00,80.72422974334593,67.99086005258003,91.21558418160204
2017-07-09 03:00:00,76.57131621787771,63.73212873046219,87.58956150258275
2017-07-09 04:00:00,74.26434617144855,61.76031313819059,85.43719894828759
2017-07-09 05:00:00,73.41981306769922,60.55874648564427,85.17308276832254
2017-07-09 06:00:00,73.09467573551245,60.3316620643762,85.44898810275215
2017-07-09 07:00:00,72.6092717107953,58.88753846066988,84.65367930927492
2017-07-09 08:00:00,71.95706752250219,58.87939806264741,83.83630111282592
2017-07-09 09:00:00,71.50180126632827,57.74650868730245,83.21492477860949
2017-07-09 10:00:00,71.38809817187524,57.62021803499324,83.58031072113154
2017-07-09 11:00:00,71.35044101699519,57.911200022561815,83.80192045512577
2017-07-09 12:00:00,71.14397775501233,57.220242345566945,83.47073850429423
2017-07-09 13:00:00,71.12019913422677,57.37417779613638,84.05156606167371
2017-07-09 14:00:00,72.25908508155987,58.543947991857884,86.00374524917657
2017-07-09 15:00:00,75.48300551597235,61.6716441746416,87.71111283867926
2017-07-09 16:00:00,80.8143152930499,66.1300261956344,93.74231285934671
2017-07-09 17:00:00,87.15516939250828,71.79740263163023,100.20545960298882
2017-07-09 18:00:00,92.92660482604929,77.47114291932289,106.58387056122366
2017-07-09 19:00:00,97.01848577068583,81.38501085552606,110.28549855567134
2017-07-09 20:00:00,99.23542846560494,84.56924624776487,113.63254805221777
2017-07-09 21:00:00,99.93281894990471,83.72282495158566,113.58225815823185
2017-07-09 22:00:00,99.31654332506055,84.00517545551796,113.56001524546875
2017-07-09 23:00:00,97.16418499977415,81.06028799967002,110.92977994605197
2017-07-10 00:00:00,93.24614979494274,77.7970346367401,108.28482246505999
2017-07-10 01:00:00,87.97438736048146,71.24815025561907,102.31981488875984
2017-07-10 02:00:00,82.54195528086984,66.10245316865485,98.3182127200158
2017-07-10 03:00:00,78.30607416866805,61.26675851731455,93.4389676394963
2017-07-10 04:00:00,75.92290277927853,58.41605895492695,91.02300347537027
2017-07-10 05:00:00,75.01013766532604,57.613806920699766,91.16763046084962
2017-07-10 06:00:00,74.6258456758781,56.425751374143196,90.27906986360684
2017-07-10 07:00:00,74.09136289223818,56.46959519617976,90.21845901639487
2017-07-10 08:00:00,73.40103188801075,56.16510665949236,89.09662378291597
2017-07-10 09:00:00,72.91933282213365,54.88754860336646,88.96238500407786
2017-07-10 10:00:00,72.79148921647632,54.70362515559646,89.22217237398827
2017-07-10 11:00:00,72.75243039558144,53.42977790754999,89.52097621498268
2017-07-10 12:00:00,72.55759305589906,53.60302267709452,89.93542404817983
2017-07-10 13:00:00,72.55859482086382,54.47012050736837,89.78356866195027
2017-07-10 14:00:00,73.735378606026,55.56374967979933,91.35253592454309
2017-07-10 15:00:00,77.01011348560164,57.79124307046303,94.53710981735804
2017-07-10 16:00:00,82.4047917623552,62.61399919871199,100.06932754207622
2017-07-10 17:00:00,88.82104832589535,68.57954337932657,106.99945926400991
2017-07-10 18:00:00,94.6792487274324,75.65812779381208,112.44944242070737
2017-07-10 19:00:00,98.86844239162272,78.88040931239082,117.02466255795103
2017-07-10 20:00:00,101.19229741448095,81.42379733501863,120.3158859650937
2017-07-10 21:00:00,102.0051298889885,81.95646890947086,120.9349100974589
2017-07-10 22:00:00,101.51164730207813,80.71572559149719,120.67845215155225
2017-07-10 23:00:00,99.48816029626586,79.98844217710517,118.9028247776023
2017-07-11 00:00:00,95.70372348779233,74.11406517199914,115.334267656973
2017-07-11 01:00:00,90.56887359854758,69.45696767640476,110.27819618875826
2017-07-11 02:00:00,85.27521106761127,62.98872635781962,105.11244495657758
2017-07-11 03:00:00,81.17847321653065,59.232024976326365,101.67941100827161
2017-07-11 04:00:00,78.93332778395326,57.01999005234206,98.6661630817509
2017-07-11 05:00:00,78.1559911054869,56.2673860075361,99.18107253790645
2017-07-11 06:00:00,77.90307901722394,56.106543789343775,98.36828024386031
2017-07-11 07:00:00,77.49452383969387,54.658840049348356,97.22273512508295
2017-07-11 08:00:00,76.92332910415763,53.59436842973996,98.56480696968661
2017-07-11 09:00:00,76.55271730838447,53.78962357113797,96.78322189809992
2017-07-11 10:00:00,76.52675134350925,52.775686254145064,97.74416173275165
2017-07-11 11:00:00,76.57931137265113,51.99021235356402,99.04932288524492
2017-07-11 12:00:00,76.46490944570144,51.56566524936124,98.54325267386292
2017-07-11 13:00:00,76.53437454208486,52.02598491000344,98.3197349276914
2017-07-11 14:00:00,77.76700672017867,54.46427237261195,100.22391292718942
2017-07-11 15:00:00,81.08448594134904,56.69381290714871,103.67410681112624
2017-07-11 16:00:00,86.50847516911469,62.34691771766845,109.36179075743698
2017-07-11 17:00:00,92.94044375230682,68.07571325687938,115.62580793296787
2017-07-11 18:00:00,98.80075746859818,74.04225235484627,121.56854072200169
2017-07-11 19:00:00,102.97863162350743,77.2589170302776,125.88898762743447
2017-07-11 20:00:00,105.27806365458054,80.9479254195138,128.2782894999519
2017-07-11 21:00:00,106.05385820908518,80.90112842051307,129.87699661338942
2017-07-11 22:00:00,105.51136429175158,79.99855440175028,128.71117121842767
2017-07-11 23:00:00,103.42767885363251,77.41923823824636,127.84643792533328
2017-07-12 00:00:00,99.57277761616861,74.01134994603217,124.81704135180233
